L1,L2,L3,Charge,DOI,Partition Coef logP,Cell Lines ,Localisation,Incubation Time (hours),IC50 (μM)
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,CC(/C=C([O-])/C)=O,1,10.1002/cbic.202200398,1.400,PC-3,mitochondria,4,0.62
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,CC(/C=C([O-])/C)=O,1,10.1002/cbic.202200398,1.400,RPE-1,mitochondria,4,0.50
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,[O-]C(C([O-])=O)=O,0,10.1002/cbic.202200398,1.25,CT-26,,4,24.120
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,[O-]C(C([O-])=O)=O,0,10.1002/cbic.202200398,1.25,PC-3,,4,21.50
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C34,[O-]C(C([O-])=O)=O,0,10.1002/cbic.202200398,1.25,RPE-1,,4,14.50
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,[O-]C(CC([O-])=O)=O,0,10.1002/cbic.202200398,,CT-26,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,[O-]C(CC([O-])=O)=O,0,10.1002/cbic.202200398,,PC-3,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,[O-]C(CC([O-])=O)=O,0,10.1002/cbic.202200398,,RPE-1,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,CC(/C=C([O-])/C)=O,1,10.1002/cbic.202200398,0.45,CT-26,,4,10.30
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,CC(/C=C([O-])/C)=O,1,10.1002/cbic.202200398,0.45,PC-3,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,CC(/C=C([O-])/C)=O,1,10.1002/cbic.202200398,0.45,RPE-1,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,[O-]C(C([O-])=O)=O,0,10.1002/cbic.202200398,0.7,CT-26,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,[O-]C(C([O-])=O)=O,0,10.1002/cbic.202200398,0.7,PC-3,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,[O-]C(C([O-])=O)=O,0,10.1002/cbic.202200398,0.7,RPE-1,,4,>100
C1(C(N=CC=C2C3=CC=CC=C3)=C2C=C4)=C4C(C5=CC=CC=C5)=CC=N1,C1(C(N=CC=C2C3=CC=CC=C3)=C2C=C4)=C4C(C5=CC=CC=C5)=CC=N1,CC1=CC=NC(C2=CC(CN)=CC=N2)=C1,2,10.1002/cbic.202200647,,PC-3,lysosom,4,18.00
C1(C(N=CC=C2C3=CC=CC=C3)=C2C=C4)=C4C(C5=CC=CC=C5)=CC=N1,C1(C(N=CC=C2C3=CC=CC=C3)=C2C=C4)=C4C(C5=CC=CC=C5)=CC=N1,CC1=CC=NC(C2=CC(CN)=CC=N2)=C1,2,10.1002/cbic.202200647,,HT-29,lysosom,4,>100
C1(C(N=CC=C2C3=CC=CC=C3)=C2C=C4)=C4C(C5=CC=CC=C5)=CC=N1,C1(C(N=CC=C2C3=CC=CC=C3)=C2C=C4)=C4C(C5=CC=CC=C5)=CC=N1,CC1=CC=NC(C2=CC(CN)=CC=N2)=C1,2,10.1002/cbic.202200647,,CT-26,lysosom,4,8.00
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,OC(C1=NC(C2=NC=CC=C2)=NC=C1)=O,2,10.1002/cmdc.201400029,-1.74,HeLa,,4,10.00
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,OC(C1=NC(C2=NC=CC=C2)=NC=C1)=O,2,10.1002/cmdc.201400029,-1.74,MRC-5,,4,15.100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C1(C2=NC=CC=C2)=NC=CC=C1,2,10.1002/cmdc.201400029,1.96,HeLa,cytoplasm,4,63.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C1(C2=NC=CC=C2)=NC=CC=C1,2,10.1002/cmdc.201400029,1.96,MRC-5,cytoplasm,4,72.0
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C1(C2=NC=CC=C2)=NC=CC=C1,2,10.1002/cmdc.201400029,1.96,HeLa,nucleus,4,63.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C1(C2=NC=CC=C2)=NC=CC=C1,2,10.1002/cmdc.201400029,1.96,MRC-5,nucleus,4,72.0
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=C(C=CC=N2)C=CC3=C1N=CC=C3,2,10.1002/cmdc.201400029,2.29,HeLa,cytoplasm,4,69.0
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=C(C=CC=N2)C=CC3=C1N=CC=C3,2,10.1002/cmdc.201400029,2.29,MRC-5,cytoplasm,4,68.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=C(C=CC=N2)C=CC3=C1N=CC=C3,2,10.1002/cmdc.201400029,2.29,HeLa,nucleus,4,69.0
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=C(C=CC=N2)C=CC3=C1N=CC=C3,2,10.1002/cmdc.201400029,2.29,MRC-5,nucleus,4,68.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,2,10.1002/cmdc.201400029,2.98,HeLa,cytoplasm,4,70.2
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,2,10.1002/cmdc.201400029,2.98,MRC-5,cytoplasm,4,65.4
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=CC=NC(C2=CC(C(O)=O)=CC=N2)=C1,2,10.1002/cmdc.201400029,-1.03,HeLa,cytoplasm,4,33.3
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=CC=NC(C2=CC(C(O)=O)=CC=N2)=C1,2,10.1002/cmdc.201400029,-1.03,MRC-5,cytoplasm,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,1.75,HeLa,cytoplasm,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,1.75,MRC-5,cytoplasm,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,1.75,HeLa,nucleus,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,CC1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,1.75,MRC-5,nucleus,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(OCC)C1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,1.94,HeLa,cytoplasm,4,34.2
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(OCC)C1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,1.94,MRC-5,cytoplasm,4,36.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)OCC3=CC=CC=C3,2,10.1002/cmdc.201400029,3.32,HeLa,cytoplasm,4,38.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)OCC3=CC=CC=C3,2,10.1002/cmdc.201400029,3.32,MRC-5,cytoplasm,4,90.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)NCC3=CC=CC=C3,2,10.1002/cmdc.201400029,2.68,HeLa,cytoplasm,4,69.4
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)NCC3=CC=CC=C3,2,10.1002/cmdc.201400029,2.68,MRC-5,cytoplasm,4,81.1
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)NCC3=CC=CC=C3,2,10.1002/cmdc.201400029,2.68,HeLa,nucleus,4,69.4
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)NCC3=CC=CC=C3,2,10.1002/cmdc.201400029,2.68,MRC-5,nucleus,4,81.1
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(NCCCCCC(O)=O)C1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,-1.22,HeLa,,4,57.5
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(NCCCCCC(O)=O)C1=NC(C2=NC=CC=C2)=NC=C1,2,10.1002/cmdc.201400029,-1.22,MRC-5,,4,66.3
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H](C(NCC(N[C@@H](CC1=CNC=N1)C(N[C@@H](CC(C)C)C(N[C@@H](CCSC)C(N)=O)=O)=O)=O)=O)C(C)C)=O)C)=O)CC2=CNC3=C2C=CC=C3)=O)CCC(N)=O)C4=NC(C5=NC=CC=C5)=NC=C4,2,10.1002/cmdc.201400029,,HeLa,nucleus,4,71.8
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H](C(NCC(N[C@@H](CC1=CNC=N1)C(N[C@@H](CC(C)C)C(N[C@@H](CCSC)C(N)=O)=O)=O)=O)=O)C(C)C)=O)C)=O)CC2=CNC3=C2C=CC=C3)=O)CCC(N)=O)C4=NC(C5=NC=CC=C5)=NC=C4,2,10.1002/cmdc.201400029,,MRC-5,nucleus,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)N[C@H](C(N[C@H](CCCNC(N)=N)C(N[C@H](C(N[C@@H](CCCCN)C(N)=O)=O)CCCNC(N)=N)=O)=O)CCCNC(N)=N,2,10.1002/cmdc.201400029,,HeLa,cytoplasm,4,43.1
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)N[C@H](C(N[C@H](CCCNC(N)=N)C(N[C@H](C(N[C@@H](CCCCN)C(N)=O)=O)CCCNC(N)=N)=O)=O)CCCNC(N)=N,2,10.1002/cmdc.201400029,,HeLa,nucleus,4,43.1
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)N[C@H](C(N[C@H](CCCNC(N)=N)C(N[C@H](C(N[C@@H](CCCCN)C(N)=O)=O)CCCNC(N)=N)=O)=O)CCCNC(N)=N,2,10.1002/cmdc.201400029,,HeLa,cytoplasm,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(C1=NC(C2=NC=CC=C2)=NC=C1)N[C@H](C(N[C@H](CCCNC(N)=N)C(N[C@H](C(N[C@@H](CCCCN)C(N)=O)=O)CCCNC(N)=N)=O)=O)CCCNC(N)=N,2,10.1002/cmdc.201400029,,HeLa,nucleus,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(N[C@@H](C(N[C@@H](CC1=CC=CC=C1)C(N[C@H](C(N)=O)CCCCN)=O)=O)CCCNC(N)=N)C2=NC(C3=NC=CC=C3)=NC=C2,2,10.1002/cmdc.201400029,,HeLa,cytoplasm,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(N[C@@H](C(N[C@@H](CC1=CC=CC=C1)C(N[C@H](C(N)=O)CCCCN)=O)=O)CCCNC(N)=N)C2=NC(C3=NC=CC=C3)=NC=C2,2,10.1002/cmdc.201400029,,HeLa,nucleus,4,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(NCC(N1[C@H](C(NCC(N[C@@H](C(C)C)C(N[C@@H](CCCCN)C(N)=O)=O)=O)=O)CCC1)=O)C2=NC(C3=NC=CC=C3)=NC=C2,2,10.1002/cmdc.201400029,,HeLa,,,>100
C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,C12=CC=CN=C1C3=NC=CC=C3C4=C2N=C5C(C=CC=C5)=N4,O=C(NCCCCCC(NCC(N1[C@H](C(NCC(N[C@H](C(N[C@@H](CCCCN)C(N)=O)=O)C(C)C)=O)=O)CCC1)=O)=O)C2=NC(C3=NC=CC=C3)=NC=C2,2,10.1002/cmdc.201400029,,HeLa,nucleus,,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(OC)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,1.800,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(OC)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,1.800,RPE-1,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC1=CC=CC(/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=CC(OC)=C4)=CC=N3)=C2)=C1,2,10.1039/D1DT02083H,1.56,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC1=CC=CC(/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=CC(OC)=C4)=CC=N3)=C2)=C1,2,10.1039/D1DT02083H,1.56,RPE-1,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=CC=C1)=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=CC=C4OC)=CC=N3)=C2,2,10.1039/D1DT02083H,1.400,HeLa,,4,62.00
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,COC(C=CC=C1)=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=CC=C4OC)=CC=N3)=C2,2,10.1039/D1DT02083H,1.400,RPE-1,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(O)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,0.92,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,OC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(O)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,0.92,RPE-1,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,NC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(N)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,0.35,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,NC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(N)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,0.35,RPE-1,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,FC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(F)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,1.77,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,FC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(F)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,1.77,RPE-1,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,O=[N+](C(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C([N+]([O-])=O)C=C4)=CC=N3)=C2)[O-],2,10.1039/D1DT02083H,1.56,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,O=[N+](C(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C([N+]([O-])=O)C=C4)=CC=N3)=C2)[O-],2,10.1039/D1DT02083H,1.56,RPE-1,,4,>100
C1(C2=NC=CN=C2)=CN=CC=N1,C1(C2=NC=CN=C2)=CN=CC=N1,COC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(OC)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,1.400,HeLa,,4,>100
C1(C2=NC=CN=C2)=CN=CC=N1,C1(C2=NC=CN=C2)=CN=CC=N1,COC(C=C1)=CC=C1/C=C/C2=CC=NC(C3=CC(/C=C/C4=CC=C(OC)C=C4)=CC=N3)=C2,2,10.1039/D1DT02083H,1.400,RPE-1,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,NCC(C=C1)=CC(C1=N2)=NC3=C2C(C=CC=N4)=C4C5=C3C=CC=N5,2,10.1002/ejic.201500602,,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,NCC(C=C1)=CC(C1=N2)=NC3=C2C(C=CC=N4)=C4C5=C3C=CC=N5,2,10.1002/ejic.201500602,,MRC-5,,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,NCC(C=C1)=CC(C1=N2)=NC3=C2C(C=CC=N4)=C4C5=C3C=CC=N5,2,10.1002/ejic.201500602,,HeLa,cytoplasm,4,>100
C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,C1(C2=NC=CC=C2C=C3)=C3C=CC=N1,NCC(C=C1)=CC(C1=N2)=NC3=C2C(C=CC=N4)=C4C5=C3C=CC=N5,2,10.1002/ejic.201500602,,MRC-5,cytoplasm,4,>100
C1(NC2=NC=CC=C2)=NC=CC=C1,C1(NC2=NC=CC=C2)=NC=CC=C1,NCC(C=C1)=CC(C1=N2)=NC3=C2C(C=CC=N4)=C4C5=C3C=CC=N5,2,10.1002/ejic.201500602,,HeLa,,4,>100
C1(NC2=NC=CC=C2)=NC=CC=C1,C1(NC2=NC=CC=C2)=NC=CC=C1,NCC(C=C1)=CC(C1=N2)=NC3=C2C(C=CC=N4)=C4C5=C3C=CC=N5,2,10.1002/ejic.201500602,,MRC-5,,4,>100
CCN(CC)C1=CC=NC(C2=CC(N(CC)CC)=CC=N2)=C1,CCN(CC)C1=CC=NC(C2=CC(N(CC)CC)=CC=N2)=C1,C#CC1=CC=NC(C2=CC=CC=N2)=C1,2,10.1002/hlca.201900104,,HeLa,,4,9.33
CCN(CC)C1=CC=NC(C2=CC(N(CC)CC)=CC=N2)=C1,CCN(CC)C1=CC=NC(C2=CC(N(CC)CC)=CC=N2)=C1,C#CC1=CC=NC(C2=CC=CC=N2)=C1,2,10.1002/hlca.201900104,,RPE-1,,4,6.80
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,C#CC1=CC=NC(C2=CC=CC=N2)=C1,2,10.1002/hlca.201900104,,HeLa,,4,>100
C1(C2=CC=CC=N2)=NC=CC=C1,C1(C2=CC=CC=N2)=NC=CC=C1,C#CC1=CC=NC(C2=CC=CC=N2)=C1,2,10.1002/hlca.201900104,,RPE-1,,4,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,[O]C1=C(C=CC=C1OC)[O-],1,10.1021/jacs.9b12464,,HeLa,nucleus,4,0.124
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,[O]C1=C(C=CC=C1OC)[O-],1,10.1021/jacs.9b12464,,HeLa,lysosom,4,0.124
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,[O]C1=C(C=CC=C1OC)[O-],1,10.1021/jacs.9b12464,,A2780,nucleus,4,0.0261
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,[O]C1=C(C=CC=C1OC)[O-],1,10.1021/jacs.9b12464,,A2780,lysosom,4,0.0261
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,[O]C1=C(C=CC=C1OC)[O-],1,10.1021/jacs.9b12464,,A2780 ADR,nucleus,4,0.70
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,[O]C1=C(C=CC=C1OC)[O-],1,10.1021/jacs.9b12464,,A2780 ADR,lysosom,4,0.70
